nbProcess = 3;
             [0 0 1]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 1 0]
             [0 1 0]
             [0 0 1]
             [0 1 0]
             [0 0 1]
             [0 0 0]
             [0 0 1]]
         [[0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]
             [0 1 0]]
         [[0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]
             [0 1 0]]
         [[0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]
             [0 1 0]]
         [[0 1 1]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 1]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]
             [0 1 0]]
         [[0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]]
         [[0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]]
         [[0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]]
         [[0 1 1]
             [0 1 0]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 0]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 0 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 0]
             [0 0 1]
             [0 1 1]
             [0 0 0]
             [0 1 0]
             [0 0 1]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]];
ptime =  [[[25 0 0]
             [28 0 0]
             [10 0 0]
             [23 0 0]
             [23 0 0]
             [18 0 0]
             [17 0 0]
             [16 0 0]
             [23 0 0]
             [14 0 0]
             [15 0 0]
             [22 0 0]
             [17 0 0]
             [29 0 0]
             [11 0 0]
             [28 0 0]
             [23 0 0]
             [27 0 0]
             [18 0 0]
             [28 0 0]]
         [[28 0 0]
             [27 0 0]
             [20 0 0]
             [21 0 0]
             [17 0 0]
             [12 0 0]
             [21 0 0]
             [25 0 0]
             [29 0 0]
             [16 0 0]
             [23 0 0]
             [26 0 0]
             [27 0 0]
             [23 0 0]
             [25 0 0]
             [21 0 0]
             [28 0 0]
             [25 0 0]
             [26 0 0]
             [20 0 0]]
         [[28 0 0]
             [17 0 0]
             [19 0 0]
             [16 0 0]
             [14 0 0]
             [17 0 0]
             [26 0 0]
             [19 0 0]
             [24 0 0]
             [15 0 0]
             [13 0 0]
             [14 0 0]
             [28 0 0]
             [23 0 0]
             [25 0 0]
             [28 0 0]
             [14 0 0]
             [30 0 0]
             [25 0 0]
             [11 0 0]]
         [[30 0 0]
             [26 0 0]
             [19 0 0]
             [25 0 0]
             [27 0 0]
             [30 0 0]
             [11 0 0]
             [27 0 0]
             [13 0 0]
             [15 0 0]
             [30 0 0]
             [22 0 0]
             [22 0 0]
             [16 0 0]
             [18 0 0]
             [10 0 0]
             [15 0 0]
             [18 0 0]
             [10 0 0]
             [24 0 0]]
         [[0 11 18]
             [0 11 10]
             [0 25 0]
             [0 0 12]
             [0 0 18]
             [0 15 17]
             [0 0 20]
             [0 0 0]
             [0 0 16]
             [0 0 14]
             [0 23 30]
             [0 0 0]
             [0 28 0]
             [0 14 0]
             [0 21 0]
             [0 0 19]
             [0 10 0]
             [0 0 15]
             [0 0 0]
             [0 0 12]]
         [[0 17 21]
             [0 20 22]
             [0 15 0]
             [0 0 16]
             [0 0 25]
             [0 29 22]
             [0 0 26]
             [0 0 0]
             [0 0 10]
             [0 0 20]
             [0 18 16]
             [0 0 0]
             [0 28 0]
             [0 17 0]
             [0 24 0]
             [0 0 19]
             [0 30 0]
             [0 0 28]
             [0 0 0]
             [0 0 28]]
         [[0 23 13]
             [0 17 22]
             [0 22 0]
             [0 0 21]
             [0 0 12]
             [0 28 29]
             [0 0 26]
             [0 0 0]
             [0 0 14]
             [0 0 26]
             [0 24 11]
             [0 0 0]
             [0 24 0]
             [0 21 0]
             [0 22 0]
             [0 0 21]
             [0 21 0]
             [0 0 30]
             [0 0 0]
             [0 0 29]]
         [[0 20 19]
             [0 23 23]
             [0 27 0]
             [0 0 20]
             [0 0 12]
             [0 12 15]
             [0 0 19]
             [0 0 0]
             [0 0 10]
             [0 0 14]
             [0 28 13]
             [0 0 0]
             [0 11 0]
             [0 27 0]
             [0 14 0]
             [0 0 26]
             [0 23 0]
             [0 0 13]
             [0 0 0]
             [0 0 16]]
         [[0 16 19]
             [0 15 30]
             [0 25 16]
             [0 14 0]
             [0 16 20]
             [0 0 27]
             [0 0 27]
             [0 15 20]
             [0 0 18]
             [0 10 29]
             [0 14 30]
             [0 0 30]
             [0 16 21]
             [0 0 16]
             [0 21 29]
             [0 22 14]
             [0 0 0]
             [0 24 0]
             [0 0 12]
             [0 11 0]]
         [[0 17 14]
             [0 30 13]
             [0 28 19]
             [0 11 0]
             [0 24 23]
             [0 0 12]
             [0 0 12]
             [0 30 16]
             [0 0 15]
             [0 15 18]
             [0 27 26]
             [0 0 14]
             [0 29 26]
             [0 0 17]
             [0 28 29]
             [0 24 21]
             [0 0 0]
             [0 27 0]
             [0 0 25]
             [0 11 0]]
         [[0 23 22]
             [0 15 30]
             [0 12 16]
             [0 14 0]
             [0 16 18]
             [0 0 21]
             [0 0 29]
             [0 16 25]
             [0 0 21]
             [0 10 12]
             [0 21 21]
             [0 0 28]
             [0 24 29]
             [0 0 28]
             [0 16 30]
             [0 25 27]
             [0 0 0]
             [0 28 0]
             [0 0 21]
             [0 10 0]]
         [[0 18 25]
             [0 21 26]
             [0 15 21]
             [0 16 0]
             [0 19 29]
             [0 0 26]
             [0 0 22]
             [0 30 17]
             [0 0 23]
             [0 14 13]
             [0 17 22]
             [0 0 17]
             [0 21 20]
             [0 0 22]
             [0 30 20]
             [0 30 27]
             [0 0 0]
             [0 30 0]
             [0 0 22]
             [0 16 0]]
         [[0 21 29]
             [0 11 0]
             [0 18 29]
             [0 0 0]
             [0 21 13]
             [0 29 0]
             [0 13 0]
             [0 0 22]
             [0 20 20]
             [0 0 0]
             [0 22 25]
             [0 22 11]
             [0 30 0]
             [0 30 20]
             [0 29 0]
             [0 0 24]
             [0 19 28]
             [0 0 0]
             [0 28 0]
             [0 0 14]]
         [[0 20 16]
             [0 23 0]
             [0 16 17]
             [0 0 0]
             [0 13 20]
             [0 22 0]
             [0 15 0]
             [0 0 13]
             [0 22 28]
             [0 0 0]
             [0 30 30]
             [0 23 19]
             [0 10 0]
             [0 18 26]
             [0 25 0]
             [0 0 20]
             [0 10 26]
             [0 0 0]
             [0 28 0]
             [0 0 20]]
         [[0 17 17]
             [0 24 0]
             [0 10 20]
             [0 0 0]
             [0 22 28]
             [0 28 0]
             [0 23 0]
             [0 0 12]
             [0 20 13]
             [0 0 0]
             [0 19 22]
             [0 26 23]
             [0 23 0]
             [0 16 10]
             [0 23 0]
             [0 0 16]
             [0 11 24]
             [0 0 0]
             [0 21 0]
             [0 0 12]]
         [[0 25 25]
             [0 26 0]
             [0 13 13]
             [0 0 0]
             [0 24 26]
             [0 25 0]
             [0 11 0]
             [0 0 29]
             [0 17 18]
             [0 0 0]
             [0 29 14]
             [0 16 22]
             [0 20 0]
             [0 27 13]
             [0 29 0]
             [0 0 28]
             [0 27 24]
             [0 0 0]
             [0 22 0]
             [0 0 23]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]];
power1 =  [[[3.2 0 0]
             [4.5 0 0]
             [3.5 0 0]
             [3.8 0 0]
             [4.1 0 0]
             [4.4 0 0]
             [3 0 0]
             [3.8 0 0]
             [4.1 0 0]
             [3.4 0 0]
             [4 0 0]
             [3.5 0 0]
             [4.9 0 0]
             [5 0 0]
             [4.5 0 0]
             [3.8 0 0]
             [5 0 0]
             [5 0 0]
             [4.7 0 0]
             [3 0 0]]
         [[4.3 0 0]
             [3.3 0 0]
             [3.8 0 0]
             [4.6 0 0]
             [4.3 0 0]
             [3.4 0 0]
             [3 0 0]
             [3 0 0]
             [3.5 0 0]
             [4.4 0 0]
             [3.2 0 0]
             [3.4 0 0]
             [3.9 0 0]
             [4.6 0 0]
             [4.5 0 0]
             [4.6 0 0]
             [4.9 0 0]
             [4 0 0]
             [3.2 0 0]
             [3.1 0 0]]
         [[3.8 0 0]
             [3.3 0 0]
             [4.5 0 0]
             [3.4 0 0]
             [4.6 0 0]
             [3.1 0 0]
             [3 0 0]
             [3.4 0 0]
             [4.2 0 0]
             [3.9 0 0]
             [4.6 0 0]
             [3.6 0 0]
             [3.3 0 0]
             [3.5 0 0]
             [4 0 0]
             [5 0 0]
             [4.6 0 0]
             [3.9 0 0]
             [4.5 0 0]
             [3.4 0 0]]
         [[3.5 0 0]
             [4 0 0]
             [3.7 0 0]
             [4.1 0 0]
             [4.8 0 0]
             [3.2 0 0]
             [3.9 0 0]
             [3.6 0 0]
             [3.2 0 0]
             [3.6 0 0]
             [4.2 0 0]
             [4.4 0 0]
             [3.9 0 0]
             [5 0 0]
             [3 0 0]
             [3.3 0 0]
             [3.6 0 0]
             [3.3 0 0]
             [4.1 0 0]
             [3.3 0 0]]
         [[0 3.8 3.5]
             [0 3.3 3.1]
             [0 3.6 0]
             [0 0 4]
             [0 0 3.5]
             [0 3.6 4.5]
             [0 0 3.9]
             [0 0 0]
             [0 0 4.8]
             [0 0 3.3]
             [0 4 4.8]
             [0 0 0]
             [0 3.6 0]
             [0 3.2 0]
             [0 3.7 0]
             [0 0 3]
             [0 4.3 0]
             [0 0 3.9]
             [0 0 0]
             [0 0 4.3]]
         [[0 3.7 3.8]
             [0 4.7 4.1]
             [0 3.2 0]
             [0 0 3.1]
             [0 0 4.6]
             [0 3.3 3.2]
             [0 0 4.9]
             [0 0 0]
             [0 0 3.1]
             [0 0 5]
             [0 4.3 3]
             [0 0 0]
             [0 4.2 0]
             [0 3.6 0]
             [0 3.8 0]
             [0 0 4.3]
             [0 3.2 0]
             [0 0 4.5]
             [0 0 0]
             [0 0 3.7]]
         [[0 3.9 4.1]
             [0 3.8 4]
             [0 4.9 0]
             [0 0 3.9]
             [0 0 3.3]
             [0 3.4 5]
             [0 0 4.3]
             [0 0 0]
             [0 0 3.7]
             [0 0 3.9]
             [0 4 3]
             [0 0 0]
             [0 3 0]
             [0 4 0]
             [0 4.5 0]
             [0 0 3.1]
             [0 4.7 0]
             [0 0 3.4]
             [0 0 0]
             [0 0 4.7]]
         [[0 3.5 4.3]
             [0 3.3 4]
             [0 3 0]
             [0 0 3.1]
             [0 0 3.8]
             [0 3.8 3.8]
             [0 0 4.7]
             [0 0 0]
             [0 0 3.4]
             [0 0 4.3]
             [0 4 4.3]
             [0 0 0]
             [0 3.8 0]
             [0 4.5 0]
             [0 3.7 0]
             [0 0 3.1]
             [0 5 0]
             [0 0 4.5]
             [0 0 0]
             [0 0 3.6]]
         [[0 4.1 3.9]
             [0 4.7 4.3]
             [0 3 3.6]
             [0 4.3 0]
             [0 4.8 3.1]
             [0 0 4.3]
             [0 0 3.3]
             [0 3.8 3.5]
             [0 0 3.9]
             [0 3 3]
             [0 3.2 3.8]
             [0 0 3]
             [0 3.6 3.5]
             [0 0 4.5]
             [0 3.9 4]
             [0 5 3.6]
             [0 0 0]
             [0 4.3 0]
             [0 0 4.3]
             [0 3.8 0]]
         [[0 3.9 3.3]
             [0 3.6 3.1]
             [0 4.1 4.6]
             [0 4.4 0]
             [0 3 4.3]
             [0 0 3.7]
             [0 0 3.6]
             [0 4.7 4.2]
             [0 0 3.6]
             [0 5 3.1]
             [0 4 5]
             [0 0 3.4]
             [0 4.3 4.1]
             [0 0 4.5]
             [0 4.2 4.8]
             [0 4.4 4.3]
             [0 0 0]
             [0 4.4 0]
             [0 0 3.2]
             [0 4.7 0]]
         [[0 4 3.9]
             [0 3.9 5]
             [0 4 4.8]
             [0 4.8 0]
             [0 3.9 4.7]
             [0 0 5]
             [0 0 4.8]
             [0 4.4 3.8]
             [0 0 3.6]
             [0 3.9 3.5]
             [0 3.3 4.4]
             [0 0 4.9]
             [0 4.3 4.1]
             [0 0 3.4]
             [0 4.9 4.7]
             [0 4.9 3.2]
             [0 0 0]
             [0 4 0]
             [0 0 3.6]
             [0 4.5 0]]
         [[0 4.4 5]
             [0 4.4 3.5]
             [0 5 4.8]
             [0 4.2 0]
             [0 3.5 4]
             [0 0 3.8]
             [0 0 4.1]
             [0 3.5 3.5]
             [0 0 3.3]
             [0 3.2 3.5]
             [0 3.7 3.5]
             [0 0 4.6]
             [0 3.4 4.4]
             [0 0 4.9]
             [0 4 5]
             [0 3.4 3.4]
             [0 0 0]
             [0 4.4 0]
             [0 0 4.9]
             [0 4.7 0]]
         [[0 4.1 3.1]
             [0 4.9 0]
             [0 4.6 3.1]
             [0 0 0]
             [0 4.6 3.7]
             [0 3.3 0]
             [0 4.5 0]
             [0 0 3]
             [0 4.2 5]
             [0 0 0]
             [0 3.2 4.8]
             [0 3.7 3.7]
             [0 3.3 0]
             [0 4.1 3.1]
             [0 4.3 0]
             [0 0 3.6]
             [0 4 4.4]
             [0 0 0]
             [0 3.1 0]
             [0 0 3.5]]
         [[0 4.7 4.5]
             [0 5 0]
             [0 3 3.8]
             [0 0 0]
             [0 4.1 3.3]
             [0 4.6 0]
             [0 4 0]
             [0 0 4.2]
             [0 3.3 4.4]
             [0 0 0]
             [0 3 3.8]
             [0 3.6 4.9]
             [0 3.4 0]
             [0 3.9 3.9]
             [0 4 0]
             [0 0 3.8]
             [0 4.4 4]
             [0 0 0]
             [0 4 0]
             [0 0 4.7]]
         [[0 3.1 3.5]
             [0 4.6 0]
             [0 4.5 4.9]
             [0 0 0]
             [0 3.6 3.3]
             [0 4.3 0]
             [0 4.6 0]
             [0 0 3.3]
             [0 3.4 4.2]
             [0 0 0]
             [0 3 3.8]
             [0 4.8 4.2]
             [0 3 0]
             [0 4 3.6]
             [0 5 0]
             [0 0 3.9]
             [0 3.5 4]
             [0 0 0]
             [0 3.9 0]
             [0 0 4]]
         [[0 3 4.3]
             [0 3.6 0]
             [0 3.3 3]
             [0 0 0]
             [0 3.8 5]
             [0 3.7 0]
             [0 4.8 0]
             [0 0 4]
             [0 3.2 4.2]
             [0 0 0]
             [0 3.9 4.8]
             [0 3 4.9]
             [0 4.1 0]
             [0 3.4 4.6]
             [0 3.4 0]
             [0 0 4.9]
             [0 4.8 3.3]
             [0 0 0]
             [0 4.8 0]
             [0 0 3.8]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]];
