nbProcess = 3;
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]]
         [[0 0 0]
             [0 0 1]
             [0 1 1]
             [0 0 1]
             [0 1 1]
             [0 1 0]
             [0 1 1]
             [0 1 1]
             [0 1 0]
             [0 1 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]];
ptime =  [[[18 0 0]
             [26 0 0]
             [29 0 0]
             [19 0 0]
             [14 0 0]
             [16 0 0]
             [15 0 0]
             [23 0 0]
             [12 0 0]
             [17 0 0]]
         [[12 0 0]
             [15 0 0]
             [28 0 0]
             [15 0 0]
             [11 0 0]
             [26 0 0]
             [14 0 0]
             [28 0 0]
             [30 0 0]
             [14 0 0]]
         [[15 0 0]
             [16 0 0]
             [13 0 0]
             [19 0 0]
             [10 0 0]
             [19 0 0]
             [20 0 0]
             [23 0 0]
             [21 0 0]
             [12 0 0]]
         [[29 0 0]
             [27 0 0]
             [18 0 0]
             [18 0 0]
             [11 0 0]
             [26 0 0]
             [22 0 0]
             [29 0 0]
             [18 0 0]
             [16 0 0]]
         [[0 0 24]
             [0 11 20]
             [0 0 26]
             [0 0 30]
             [0 22 0]
             [0 0 0]
             [0 0 10]
             [0 0 20]
             [0 30 21]
             [0 26 0]]
         [[0 0 15]
             [0 15 14]
             [0 0 11]
             [0 0 28]
             [0 17 0]
             [0 0 0]
             [0 0 16]
             [0 0 25]
             [0 28 29]
             [0 11 0]]
         [[0 0 24]
             [0 26 18]
             [0 0 19]
             [0 0 26]
             [0 27 0]
             [0 0 0]
             [0 0 25]
             [0 0 24]
             [0 15 25]
             [0 16 0]]
         [[0 0 13]
             [0 12 25]
             [0 0 14]
             [0 0 30]
             [0 13 0]
             [0 0 0]
             [0 0 25]
             [0 0 19]
             [0 23 26]
             [0 30 0]]
         [[0 18 22]
             [0 28 29]
             [0 17 15]
             [0 17 28]
             [0 0 0]
             [0 0 22]
             [0 0 30]
             [0 0 0]
             [0 23 0]
             [0 27 18]]
         [[0 11 15]
             [0 20 10]
             [0 24 26]
             [0 23 30]
             [0 0 0]
             [0 0 27]
             [0 0 14]
             [0 0 0]
             [0 27 0]
             [0 26 26]]
         [[0 30 24]
             [0 26 13]
             [0 18 28]
             [0 16 18]
             [0 0 0]
             [0 0 19]
             [0 0 24]
             [0 0 0]
             [0 16 0]
             [0 13 11]]
         [[0 10 17]
             [0 12 10]
             [0 21 14]
             [0 10 12]
             [0 0 0]
             [0 0 22]
             [0 0 25]
             [0 0 0]
             [0 24 0]
             [0 12 21]]
         [[0 0 0]
             [0 0 16]
             [0 17 27]
             [0 0 13]
             [0 25 24]
             [0 12 0]
             [0 27 14]
             [0 14 14]
             [0 17 0]
             [0 12 0]]
         [[0 0 0]
             [0 0 29]
             [0 18 13]
             [0 0 26]
             [0 26 10]
             [0 23 0]
             [0 29 24]
             [0 22 20]
             [0 17 0]
             [0 29 0]]
         [[0 0 0]
             [0 0 29]
             [0 22 30]
             [0 0 11]
             [0 11 16]
             [0 25 0]
             [0 16 14]
             [0 16 13]
             [0 18 0]
             [0 18 0]]
         [[0 0 0]
             [0 0 29]
             [0 23 27]
             [0 0 27]
             [0 28 13]
             [0 23 0]
             [0 28 23]
             [0 14 28]
             [0 25 0]
             [0 12 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]];
power1 =  [[[3.2 0 0]
             [4.5 0 0]
             [3.5 0 0]
             [3.8 0 0]
             [4.1 0 0]
             [4.4 0 0]
             [3 0 0]
             [3.8 0 0]
             [4.1 0 0]
             [3.4 0 0]]
         [[4 0 0]
             [3.5 0 0]
             [4.9 0 0]
             [5 0 0]
             [4.5 0 0]
             [3.8 0 0]
             [5 0 0]
             [5 0 0]
             [4.7 0 0]
             [3 0 0]]
         [[4.3 0 0]
             [3.3 0 0]
             [3.8 0 0]
             [4.6 0 0]
             [4.3 0 0]
             [3.4 0 0]
             [3 0 0]
             [3 0 0]
             [3.5 0 0]
             [4.4 0 0]]
         [[3.2 0 0]
             [3.4 0 0]
             [3.9 0 0]
             [4.6 0 0]
             [4.5 0 0]
             [4.6 0 0]
             [4.9 0 0]
             [4 0 0]
             [3.2 0 0]
             [3.1 0 0]]
         [[0 0 3.8]
             [0 3.3 4.5]
             [0 0 3.4]
             [0 0 4.6]
             [0 3.1 0]
             [0 0 0]
             [0 0 3]
             [0 0 3.4]
             [0 4.2 3.9]
             [0 4.6 0]]
         [[0 0 3.6]
             [0 3.3 3.5]
             [0 0 4]
             [0 0 5]
             [0 4.6 0]
             [0 0 0]
             [0 0 3.9]
             [0 0 4.5]
             [0 3.4 3.5]
             [0 4 0]]
         [[0 0 3.7]
             [0 4.1 4.8]
             [0 0 3.2]
             [0 0 3.9]
             [0 3.6 0]
             [0 0 0]
             [0 0 3.2]
             [0 0 3.6]
             [0 4.2 4.4]
             [0 3.9 0]]
         [[0 0 5]
             [0 3 3.3]
             [0 0 3.6]
             [0 0 3.3]
             [0 4.1 0]
             [0 0 0]
             [0 0 3.3]
             [0 0 3.8]
             [0 3.5 3.3]
             [0 3.1 0]]
         [[0 3.6 4]
             [0 3.5 3.6]
             [0 4.5 3.9]
             [0 4.8 3.3]
             [0 0 0]
             [0 0 4]
             [0 0 4.8]
             [0 0 0]
             [0 3.6 0]
             [0 3.2 3.7]]
         [[0 3 4.3]
             [0 3.9 4.3]
             [0 3.7 3.8]
             [0 4.7 4.1]
             [0 0 0]
             [0 0 3.2]
             [0 0 3.1]
             [0 0 0]
             [0 4.6 0]
             [0 3.3 3.2]]
         [[0 4.9 3.1]
             [0 5 4.3]
             [0 3 4.2]
             [0 3.6 3.8]
             [0 0 0]
             [0 0 4.3]
             [0 0 3.2]
             [0 0 0]
             [0 4.5 0]
             [0 3.7 3.9]]
         [[0 4.1 3.8]
             [0 4 4.9]
             [0 3.9 3.3]
             [0 3.4 5]
             [0 0 0]
             [0 0 4.3]
             [0 0 3.7]
             [0 0 0]
             [0 3.9 0]
             [0 4 3]]
         [[0 0 0]
             [0 0 3]
             [0 4 4.5]
             [0 0 3.1]
             [0 4.7 3.4]
             [0 4.7 0]
             [0 3.5 4.3]
             [0 3.3 4]
             [0 3 0]
             [0 3.1 0]]
         [[0 0 0]
             [0 0 3.8]
             [0 3.8 3.8]
             [0 0 4.7]
             [0 3.4 4.3]
             [0 4 0]
             [0 4.3 3.8]
             [0 4.5 3.7]
             [0 3.1 0]
             [0 5 0]]
         [[0 0 0]
             [0 0 4.5]
             [0 3.6 4.1]
             [0 0 3.9]
             [0 4.7 4.3]
             [0 3 0]
             [0 3.6 4.3]
             [0 4.8 3.1]
             [0 4.3 0]
             [0 3.3 0]]
         [[0 0 0]
             [0 0 3.8]
             [0 3.5 3.9]
             [0 0 3]
             [0 3 3.2]
             [0 3.8 0]
             [0 3 3.6]
             [0 3.5 4.5]
             [0 3.9 0]
             [0 4 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]
         [[0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]
             [0 0 0]]];
